Title	Debate	Date	Participants	Moderators	Speaker	Text
October 11, 1992 Second Half Debate Transcript	The First Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-11	Clinton-Bush-Perot	LEHRER	PEROT	This is a relevant question here tonight. The first thing I’d do is, during political campaigns, I would urge everybody to stop trying to split this country into fragments and appeal to the differences between us and then wonder why the melting pot is all broken to pieces after November the 3rd. We are all in this together. We ought to love one another because united teams win and divided teams lose. And if we can’t love one another, we ought to get along with one another. And if you can’t get there, just recognize we’re all stuck with one another because nobody’s going anywhere, right? (Laughter) Now, that ought to get everybody back up to let’s get along together and make it work. Our diversity is a strength. We’ve turned it into a weakness. Now again, the White House is a bully pulpit. I think whoever is in the White House should just make it absolutely unconscionable and inexcusable, and if anybody’s in the middle of a speech at, you know, one of these conventions, I would expect the candidate to go out and lift him off the stage if he starts preaching hate — because we don’t have time for it. See, our differences are our strengths. We have got to pull together. In athletics, we know it. See, divided teams lose; united teams win. We have got to unite and pull together, and there’s nothing we can’t do. But if we sit around blowing all this energy out the window on racial strife and hatred, we are stuck with a sure loser because we have been a melting pot. We’re becoming more and more of a melting pot. Let’s make it a strength, not a weakness.
October 11, 1992 Second Half Debate Transcript	The First Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-11	Clinton-Bush-Perot	LEHRER	PEROT	First, I think Mary Fisher was a great choice. We’re lucky to have her heading the commission. Secondly, I think one thing that if I were sent to do the job, I would sit down with FDA, look at exactly where we are. Then I would really focus on let’s get these things out. If you’re going to die, you don’t have to go through this ten-year cycle that FDA goes through on new drugs. Believe me, people with AIDS are more than willing to take that risk. And we could be moving out to the human population a whole lot faster than we are on some of these new drugs. So I would think we can expedite the problem there. Let me go back a minute to racial divisiveness. The all- time low in our country was the Judge Thomas-Anita Hill hearings, and those senators ought to be hanging their heads in shame for what they did there. 2nd thing, there are not many times in your life when you get to talk to a whole country. But let me just say to all of America - if you hate people, I don’t want your vote. That’s how strongly I feel about it.
October 11, 1992 Second Half Debate Transcript	The First Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-11	Clinton-Bush-Perot	LEHRER	PEROT	Two ways. Number one, if I get there, it will be a very unusual and historical event — (Laughter) –because the people, not the special interests, put me there. I will have a unique mandate. I have said again and again, and this really upsets the establishment in Washington, that we’re going to inform the people in detail on the issues through an electronic town hall so that they really know what’s going on. They will want to do what’s good for our country. Now, all these fellows with thousand-dollar suits and alligator shoes running up and down the halls of Congress that make policy now — the lobbyists, the PAC guys, the foreign lobbyists, and what-have-you, they’ll be over there in the Smithsonian, you know — (Laughter) — because we’re going to get rid of them, and the Congress will be listening to the people. And the American people are willing to have fair, shared sacrifice. They’re not as stupid as Washington thinks they are. The American people are bright, intelligent, caring, loving people who want a great country for their children and grandchildren. And they will make those sacrifices. So I welcome that challenge, and just watch — — because if the American people send me there, we’ll get it done. Now, everybody will faint in Washington. They’ve never seen anything happen in that town. (Laughter) This is a town where the White House says, Congress did it; Congress says, the White House did it. And I’m sitting there and saying, well, who else could be around, you know? Then when they get off by themselves, they say nobody did it. (Laughter) And yet the cash register’s empty and it used to have our money, the taxpayers’ money, in it, and we didn’t get the results. No, we’ll get it done.
October 11, 1992 Second Half Debate Transcript	The First Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-11	Clinton-Bush-Perot	LEHRER	PEROT	We got the most expensive health care system in the world; it ranks behind 15 other nations when we come to life expectancy, and 22 other nations when we come to infant mortality. So we don’t have the best. Pretty simple, folks — if you’re paying more and you don’t have the best, if all else fails go copy the people who have the best who spend less, right? Well, we can do better than that. Again, we’ve got plans lying all over the place in Washington. Nobody ever implements them. Now I’m back to square one. If you want to stop talking about it and do it, then I’ll be glad to go up there and we’ll get it done. But if you just want to keep the music going, just stay traditional this next time around, and 4 years from now you’ll have everybody blaming everybody else for a bad health care system. Talk is cheap; words are plentiful, deeds are precious. Let’s get on with it.
October 11, 1992 Second Half Debate Transcript	The First Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-11	Clinton-Bush-Perot	LEHRER	PEROT	Well, it’s been a privilege to be able to talk to the American people tonight. I make no bones about it. I love this country. I love the principle it’s founded on. I love the people here. I don’t like to see the country’s principles violated. I don’t like to see the people in a deteriorating economy in a deteriorating country because our government has lost touch with the people. The people in Washington are good people. We just have a bad system. We’ve got to change the system. It’s time to do it because we have run up so much debt that time is no longer our friend. We’ve got to put our house in order. When you go to bed tonight, look at your children. Think of their dreams. Think of your dreams as a child and ask yourself, isn’t it time to stop talking about it? Isn’t it time to stop creating images? Isn’t it time to do it? Aren’t you sick of being treated like an unprogrammed robot? Every 4 years, they send you all kinds of messages to tell you how to vote and then go back to business as usual. They told you at the tax and budget summit that if you agreed to a tax increase, we could balance the budget. They didn’t tell you that that same year they increased spending $1.83 for every dollar we increased taxes. That’s Washington in a nutshell right there. In the final analysis, I’m doing this for your children when you look at them tonight. There’s another group that I feel very close to, and these at the men and women who fought on the battlefield, the children — the families — of the ones who died and the people who left parts of their bodies over there. I’d never ask you to do anything for me, but I owe you this, and I’m doing it for you. And I can’t tell you what it means to me at these rallies when I see you and you come up and the look in your eyes — and I know how you feel and you know how I feel. And then I think of the older people who are retired. They grew up in the Depression. They fought and won World War II. We owe you a debt we can never repay you. And the greatest repayment I can ever give is to recreate the American dream for your children and grandchildren. I’ll give you everything I have, if you want me to do it.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	ADMIRAL STOCKDALE	Who am I? Why am I here? (Laughter and applause) I’m not a politician — everybody knows that. So don’t expect me to use the language of the Washington insider. Thirty-seven years in the Navy, and only one of them up there in Washington. And now I’m an academic. The centerpiece of my life was the Vietnam War. I was there the day it started. I led the first bombing raid against North Vietnam. I was there the day it ended, and I was there for everything in between. Ten years in Vietnam, aerial combat, and torture. I know things about the Vietnam War better than anybody in the world. I know some things about the Vietnam War better than anybody in the world. And I know how governments, how American governments can be — can be courageous, and how they can be callow. And that’s important. That’s one thing I’m an insider on. I was the leader of the underground of the American pilots who were shot down in prison in North Vietnam. You should know that the American character displayed in those dungeons by those fine men was a thing of beauty. I look back on those years as the beginning of wisdom, learning everything a man can learn about the vulnerabilities and the strengths that are ours as Americans. Why am I here tonight? I am here because I have in my brain and in my heart what it takes to lead America through tough times.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	My association with Mr. Perot is a very personal one and as I have stood in and finally taken his running mate position, he has granted me total autonomy. I don’t take advantage of it, but I am sure that he would make me a partner in decision, in making decisions about the way to handle health care, the way to get this economy back on its feet again, in every way. I have not had the experience of these gentlemen, but — to be any more specific — but I know I have his trust, and I intend to act in a way to keep that situation alive. Thank you.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	Okay. I thought this was just an open session, this 5-minute thing, and I didn’t have anything to add to his. But I will —
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	And I think America is seeing right now the reason this nation is in gridlock. (Laughter, applause) The trickle downs and the tax and spends, or whatever you want to call them are at swords points. We can’t get this economy going. Over here we’ve got Dan whose president is going to take 8 years to balance the budget and on my left, the senator, whose boss is going to get it half way balanced in 4 years. Ross Perot has got a plan to balance the budget 5 years in length from start to finish. And we’re — people of the non-professional category who are just sick of this terrible thing that’s happened to the country. And we’ve got a man who knows how to fix it, and I’m working for him.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	The lifeblood of our economy is investment. And right now when we pay $350 — we borrow $350 billion a year it saps the money markets and the private investors are not getting their share. What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we’ll start manufacturing goods here in this country again. That’s — that’s my answer.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	Well, we’ve got to re — we’ve got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get, and encourage entrepreneurs to build factories. We — the program is out there. It’s a put-together thing that requires some sacrifice, but not excessive, and we are willing to move forward in — on a 5-year clip to put us back where we can start over and get — get this nation straightened out.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	Yes, thanks. The numbers, in terms of the dollar cuts, as they stand on our plans now, show us almost the same as the vice president’s. But we’d note that Mr. — Governor Clinton’s plan is almost twice as much a cut as either one of us. I’ve been through the end of World War II, and the surprise beginning of Korea, to see how we — it cost us more money because we overcut the defense budget in the first place. I don’t say that — So I think that should be eyed with great suspicion, people that are really kicking the props out from under our grand military establishment prematurely. Now there’s other differences between the Perot approach and what we see up here on either side of me, and that has to do with we want to focus our interests, economic and military, more to the Pacific. We figure that we are generally going along with any sort of a troop removal from Europe. So that’s still another face of this puzzle.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I read Senator Gore’s book about the environment and I don’t see how he could possibly pay for his proposals in today’s economic climate. You know, the Marshall Plan of the environment, and so forth. And also, I’m told by some experts that the things that he fears most might not be all that dangerous, according to some scientists. You know, you can overdo, I’m told, environmental cleaning up. If you purify the pond, the water lilies die. You know, I love this planet and I want it to stay here, but I don’t like to have it the private property of fanatics that want to overdo this thing.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I know that — I read where Senator Gore’s mentor had disagree with some of the scientific data that is in his book. How do you respond to those criticisms of that sort? Do you —
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	Well, we have excellent technical health care, but we don’t administer it very well, and the escalating costs top any other budget danger in the — on the horizon, I think. And what Mr Perot has suggested is that we try to re- -to look at the incentives, the incentives that are in our current way of doing business, are what are killing us. There’s — there’s no incentive for a hypochondriac not to go to the — to Medicare every day. There is no incentive for a doctor to curtail the expensive tests because he’s under threat of malpractice lawyers. And so we — we just have a web of wrong-way incentives that has to be changed by some people who are in the medical profession and some other crafty people who know how to write contracts to change incentives or get — get the — the incentives situation under control.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I believe that a woman owns her body and what she does with it is her own business, period. Period.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I don’t — I, too, abhor abortions, but I don’t think they should be made illegal, and I don’t — and I don’t think it’s a political issue. I think it’s a privacy issue.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I would like to get in — I feel like I’m an observer at a pingpong game, where they’re talking about well, you know, they’re expert professional politicians that massage these intricate plots and know every nuance to ’em. And meantime, we’re facing a desperate situation in our economy. I’ve seen the cost of living double in my lifetime. A new granddaughter was born in my family — my granddaughter- -3 weeks ago. And according to the statistics that we have — that is, the Perot group — the chances of her seeing a doubling of the standard of living are nil. In fact, her children will be dead before another — this standard of living is doubled. So what the heck! Let’s get on with talking about something substantive.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I think enterprise zones are good, but I think the problem is deeper than that. I think we are — you know, when I was — I ran a civilization for several years, a civilization of 3 to 4 hundred wonderful men. We had our own laws. We had our own, practically our own constitution. And I put up — I was the — I was the sovereign for a good bit of that. And I tried to analyze human predicaments in that microcosm of life in the — in the world. And I found out that when I really got down to putting out do’s and don’ts, and lots of these included take torture for this and that, and this and that, and never take any amnesty, for reasons they all understood and went along with. But one of the — we had an acronym, BACKUS, and each one of those B-a-c-k was something for which you — you had to make them hurt you before you did it. Bowing in public, making, making — getting on the radio and so forth. But at the end it was US, BACKUS. You got the double meaning there. But the US could be called the US, but it was Unity Over Self, Loners Make Out. Somehow we’re going to have to get some love in this country between races, and between rich and poor. You have got to have leaders — and they’re out there — who can do this with their bare hands, with — working with, with people on the scene.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I — I come down on the side of freedom of school choice. The — and there’s a lot of misunderstandings that I’ve heard here tonight, that I may have the answer to. The — starting at, you know, for the last, almost a decade, we’ve worried about our schools officially through Washington, and the president had a meeting of all the governors, and then they tried the conventional fixes for schools, that is, to increase the certification of — requirements for the teachers, to lengthen the school day, to lengthen the school year and nothing — this is a very brief overview of the thing — but nothing happened. And it’s time to change the school’s structure. In schools, bureaucracy is bad and autonomy is good. The only good schools — — we have are those run by talented principals and devoted teachers, and they’re running their own show. How many times have I thrived? You know, the best thing I had when I ran that civilization, it succeeded, and it’s a landmark. The best thing I had going for me was I had no contact with Washington for all those years.
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	You know, I didn’t have my hearing aid turned on. Tell me again. (Laughter)
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	Nasty attacks — well, I think there is a case to be made for putting emphasis on character over these issues that we’ve been batting back and forth and have a life of their own. Sure, you have to know where you’re going with your government, but character is the big variable in the success. Character of the leaders is the big variable in the success — long term success — of an administration. I went to a friend of mine in New York some years ago and he was a president of a major TV network and he said, you know, I think we have messed up this whole — this election process — it was an election year — by stressing that — putting out the dogma that issues are the thing to talk about, not character. He said, I felt so strongly about this, I went back and read the Lincoln-Douglas debates. Read those debates. How do they come down? Douglas is all character. He knows all of the little stinky numbers these guys do. Abraham Lincoln had character. Thank God we got the right president in the Civil War. But that is a question that is a valid one, and you know, I would like to brag about the character of my boss.
