Title	Debate	Date	Participants	Moderators	Speaker	Text
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	He told us what a great job Xi was doing. He said we owe him a debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	I laid out back in March, exactly what we should be doing. And I laid out again in July, what we should be doing. We should be providing all the protective gear possible. We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open. Open schools cost a lot of money. You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	I know how to do the job. I know how to get the job done.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	And there was no one … We didn’t shut down the economy. This is his economy he shut down. The reason it’s shut down is because, look, you folks at home. How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID? How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year. And he said, if we just wear a mask, we can save half those numbers. Just a mask. And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all. Nor do you. I know you don’t. What we trust is a scientist.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	… by Easter, this would be gone away. By the warm weather, it’d be gone. Miraculous, like a miracle. And by the way, maybe you could inject some bleach in your arm, and that would take care of it. This is the same man.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	So here’s the deal. This man is talking about a vaccine. Every serious company is talking about maybe having a vaccine done by the end of the year, but the distribution of that vaccine will not occur until sometime beginning of the middle of next year to get it out, if we get the vaccine. And pray God we will. Pray God we will.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	No more than the question you just asked him. You pointed out he puts pressure and disagrees with his own scientists.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Well, no, no. You can trust the scientist. She didn’t say that. You can trust the-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Yes. Well, that’s what he’s going to try to do, but there’s thousands of scientists out there, like here at this great hospital that don’t work for him. Their job doesn’t depend on him. They’re the people… And by the way-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Do you believe for a moment what he’s telling you in light of all the lies he’s told you about the whole issue relating to COVID? He still hasn’t even acknowledged that he knew this was happening, knew how dangerous it was going to be back in February, and he didn’t even tell you. He’s on record as saying it. He panicked or he just looked at the stock market. One of the two. Because guess what? A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Because he doesn’t have a plan. If I were running it, I’d know what the plan is. You’ve got to provide these businesses the ability to have the money to be able to reopen with the PPE, as well as with the sanitation they need. You have to provide them classic-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Nancy Pelosi and Schumer, they have a plan. He won’t even meet with them. The Republicans won’t meet in the Senate. He sits in his golf course. Well, I mean, literally, think about it. Think about it.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Look, the way to open businesses is give them the wherewithal to be able to open. We provided money, the-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Well, masks make a big difference. His own head of the CDC said if we just wore masks between now, if everybody wore a mask and social distanced between now and January, we’d probably save up to 100,000 lives. It matters. It matters.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	No serious person has said the opposite. No serious person.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, “No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I’m way far away from those other people.” That’s what he said, “I’m going to be okay.” He’s not worried about you. He’s not worried about the people out there .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Yes, I would. He’s been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Do I get my time back? The fact is that he has in fact, worked on this in a way that he’s going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president. Fewer jobs than when he became president. First one in American history. Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who’ve been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America, and he wants to open it up more. Why is he want to open it up? Why doesn’t he take care of the… You can’t fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety. Schools. Why aren’t schools open? Because it costs a lot of money to open them safely. They were going to give, his Administration going to give the teachers and school students masks, and then they decided no, couldn’t do that because it’s not a national emergency. Not a national emergency. They’ve done nothing to help small businesses. Nothing. They’re closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him… He says he’s smart because he can take advantage of the tax code. And he does take advantage of the tax code. That’s why I’m going to eliminate the Trump tax cuts. And I’m going to eliminate those tax cuts.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	And make sure that we invest in the people who in fact need the help. People out there need help.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	You’re the worst president America has ever had. Come on.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we’re going to make sure that every penny of that has to be made by a company-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	By the way, I’m going to eliminate a significant number of the taxes. I’m going to make the corporate tax 28%. It shouldn’t be 21%. You have 91 companies federal, I mean, the fortune 500, who don’t pay a single penny in tax making billions of dollars.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Because you in fact passed that, that was your tax proposal.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	… we inherited the worst recession, short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you’re talking about. We handed him a booming economy, he blew it.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	I was asked to bring back Chrysler and General Motors. We brought them back right here in the state of Ohio and Michigan. He blew it. They’re gone. He blew it. And in fact, they’re gone-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	And so you take a look at what he’s actually done. He’s done very little. His trade deals are the same way. He talks about these great trade deals. He talks about the art of the deal. China’s perfected the art of the steal. We have a higher deficit with China now than we did before. We have the highest trade deficit-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	He doesn’t want to let me answer, because he knows I have the truth. His position has been totally thoroughly discredited. . .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	By everyone, as discredited. And matter of fact  Matter of fact-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	… testified, he testified under oath in his Administration said I did my job and I did it very well.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Well, I’ll give you the list of the people who-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	I’m sure that you’ve already fired most of them, because they did a good job.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Well, it’s hard to get any word in with this clown. Excuse me, this person.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Look, here’s the deal. We want to talk about families and ethics. I don’t want to do that. I mean, his family, we could talk about all night. His family’s already-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	This is not about my family or his family. It’s about your family, the American people. 
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	That’s not true. It doesn’t want to talk about what you need. You, the American people. It’s about you. That’s what we’re talking about here. 
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	It’s about equity and equality. It’s about decency. It’s about the Constitution. And we have never walked away from trying to require, acquire equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people. . . Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, spewing–just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed, and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said “All he ever wants to do is divide people, not unite people at all.” This is a president who has used everything as a dog whistle, to try to generate racist hatred, racist division. This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man, this man is a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he’s talks about. You have to look at what he did. And what he did has been disastrous for the African-American community.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us. But there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call a, a, together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out. We’re going to work this out. So we change the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when–and by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Here’s the deal. I know a lot more about this- .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, uh, what insults them, what is demeaning to them. It’s important that people know. Many people don’t want to hurt other people’s feelings. But it’s amazing, it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a self-sense, a sense of self-esteem. It’s a little bit like how this guy and, and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, and grew up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They look down on people who are a different color. In fact, we’re all Americans. The only way we’re gonna bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on, and we can defeat racism in America.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	I’m in favor of law. You follow a little bit of order- .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	Law and order with justice, where people get treated fairly.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	And the fact of the matter is, violent crime went down 17 percent, 15 percent in our Administration. It’s gone up on his watch.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	BIDEN	He wouldn’t know a suburb unless you took a wrong turn. He was, he was. . .
