Title	Debate	Date	Participants	Moderators	Speaker	Text
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Listen, who is on your list, Joe? Who’s on your list?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	He’s going to pack the court. He is not going to give a list.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000. And one person is too much. It’s China’s fault. It should have never happened. They stopped it from going in, but it was China’s fault. And, by the way, when you talk about numbers, you don’t know how many people died in China. You don’t know how many people died in Russia. You don’t know how many people died in India. They don’t exactly give you a straight count, just so you understand. But if you look at what we’ve done, I closed it and you said, “He’s xenophobic. He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country. Wait a minute.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	You didn’t think we should have closed our country because you thought it was terrible. You wouldn’t have closed it for another two months. By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor. Oh really, go take a look. The Governors said I did a phenomenal job. Most of them said that. In fact, people that would not be necessarily on my side said that, “President Trump did a phenomenal job.” We did. We got the gowns. We got the masks. We made the ventilators. You wouldn’t have made ventilators. And now we’re weeks away from a vaccine. We’re doing therapeutics already. Fewer people are dying when they get sick. Far fewer people are dying. We’ve done a great job. The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it. It’s just fake news. They give you good press, they give me bad press because that’s the way it is, unfortunately. But let me just say something. I don’t care. I’ve gotten used to it. But I’ll tell you, Joe, you could never have done the job that we did. You don’t have it in your blood. You could’ve never done that, Joe.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Well, you didn’t do very well in Swine Flu. H1-N1, you were a disaster. Your own Chief of Staff said you were a disaster.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	We would have lost far more people, far more people. You would have been months late. You’re months behind me, Joe.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Well, I’ve spoken to the companies and we can have it a lot sooner. It’s a very political thing because people like this would rather make it political than save lives.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	It is a very political thing. I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others. They can go faster than that by a lot. It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	I disagree with him. No, I disagree with both of them. And he didn’t say that. He said it could be there, but it could also be much sooner. I had him in my office two days ago.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Because he said it’s a possibility that we’ll have the answer before November 1st. It could also be after that.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Well, we’re going to deliver it right away. We have the military all set up. Logistically, they’re all set up. We have our military that delivers soldiers and they can do 200,000 a day. They’re going to be delivering-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	That was said sarcastically, and you know that. That was said sarcastically.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Did you use the word smart? So you said you went to Delaware State, but you forgot the name of your college. You didn’t go to Delaware State. You graduated either the lowest or almost the lowest in your class. Don’t ever use the word smart with me. Don’t ever use that word.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Because you know what? There’s nothing smart about you, Joe. 47 years you’ve done nothing.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Let me just tell you something, Joe. If you would have had the charge of what I was put through, I had to close the greatest economy in the history of our country. And by the way, now it’s being built again and it’s going up fast.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	It’s going up fast. I look forward to talking about it.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Well, he wants to shut down this country and I want to keep it open, and we did a great thing by shutting it down-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn’t know anything about the disease. Now we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren’t, even younger people aren’t. We’ve learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Those states are not doing well that are shut down right now.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	No, I think masks are okay. You have to understand, if you look… I mean, I have a mask right here. I put a mask on when I think I need it. Tonight, as an example, everybody’s had a test and you’ve had social distancing and all of the things that you have to, but I wear masks-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	I don’t wear a mask like him. Every time you see him, he’s got a mask. He could be speaking 200 feet away from him and he shows up with the biggest mask I’ve ever seen. I will say this-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	He said very strongly, “Masks are not good.” Then he changed his mind. He said, “Masks are good.”
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Because people want to hear what I have to say. I mean-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	… I’ve done a great job as a president, and I’ll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Well, so far we have had no problem whatsoever. It’s outside. That’s a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	We’ve had no negative effect, and we’ve had 35, 40,000 people at these rallies.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	If you could get the crowds, you would have done the same thing. But you can’t. Nobody cares.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn’t think we should close it down and he was wrong. Again, two million people would be dead now instead of… Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we’re reopening and we’re doing record business. We had 10.4 million people in a four-month period that we’ve put back into the workforce. That’s a record the likes of which nobody’s ever seen before. And he wants to close down the… He will shut it down again. He will destroy this country. A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat-run states where they have these tough shutdowns. And I’m telling you it’s because they don’t want to open it. One of them came out last week, you saw that, “Oh, we’re going to open up on November 9th.” Why November 9th? Because it’s after the election. They think they’re hurting us by keeping them closed. They’re hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up. When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It’s not fair. You’re talking about almost it’s like being in prison. And you look at what’s going on with divorce, look at what’s going on with alcoholism and drugs. It’s a very, very sad thing. And he’ll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don’t need somebody to come in and say, “Let’s shut it down.”
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	No, people want their schools open. They don’t want to be shut down. They don’t want their state shut down. They want their restaurants. I look at New York. It’s so sad what’s happening in New York. It’s almost like a ghost town, and I’m not sure it can ever recover what they’ve done to New York. People want their places open. They want to get back to their lives.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	I’m the one that brought back football. By the way, I brought back Big Ten football. It was me and I’m very happy to do it-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	… and people of Ohio are very proud of me. And you know how I found out? When .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	I paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers that paid-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	I paid $38 million one year, I paid $27 million one year.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	You’ll see it as soon as it’s finished, you’ll see it. You know, if you wanted to, go to the Board of Elections. There’s 118 page or so report that says everything I have, every bank I have, I’m totally under leveraged because the assets are extremely good, and I built a great company.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Millions of dollars. And you’ll get to see it. And you’ll get to see it.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Chris, let me just say something, that it was the tax laws. I don’t want to pay tax. Before I came here, I was a private developer, I was a private business people. Like every other private person, unless they’re stupid, they go through the laws, and that’s what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built the building and we get tax credits, like the hotel on Pennsylvania Avenue. Which by the way, was given to me by the Obama Administration, if you can believe that. Now the man got fired right after that happened, but that’s-
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	But why didn’t you do it over the last 25 years?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Why didn’t you do it over the last 25 years?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Hey, Joe, let me just tell you, Joe. In 47 months, I’ve done more than you’ve done in 47 years, Joe. We’ve done things that you never even thought of doing.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Including fixing the broken military that you gave me, including taking care of your debts.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Why didn’t you do it before, when you were Vice-President with Obama?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I’ll tell you what, you’ll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they’ll leave for other places.  They will leave and you will have a depression, the likes of which you’ve never seen.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	It wasn’t booming. It was the weakest recovery since 1929.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	They said it would take… No, you’re on number two.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	… a miracle to bring back manufacturing. I brought back 700,000 jobs. They brought back nothing. They gave up on manufacturing.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Ohio had the best year it’s ever had last year. Michigan had the best year they’ve ever had.
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn’t come in with you. .
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	China ate your lunch, Joe. And no wonder your son goes in and, wha–, he takes out billions of dollars. He takes out billions of dollars to manage. He makes millions of dollars. And also, while we’re at it, why is it just out of curiosity, the mayor of Moscow’s wife gave your son three and a half million dollars?
September 29, 2020 Debate Transcript	Presidential Debate at Case Western Reserve University and Cleveland Clinic in Cleveland, Ohio	2020-09-29	Former Vice President Joe Biden (D) and President Donald Trump (R)	Chris Wallace (Fox News)	TRUMP	What did he do to deserve it? What did he do with Burisma-
